2021-11-02 17:29:01,234  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : ServerMetricsService has these dependencies [ [NameRegistration{name=CommunicationService}] ]
2021-11-02 17:29:01,234  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : MetricsService has these dependencies [ [NameRegistration{name=CommunicationService}] ]
2021-11-02 17:29:01,235  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : TimeSeriesCounterService has these dependencies [ [NameRegistration{name=ServerRegistrationService}, NameRegistration{name=MetricsService}, NameRegistration{name=DataStoreService}] ]
2021-11-02 17:29:01,372  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : DEKService has these dependencies [ [NameRegistration{name=ServerRegistrationService}] ]
2021-11-02 17:29:01,372  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : AccessControl has these dependencies [ [NameRegistration{name=CacheService}] ]
2021-11-02 17:29:01,378  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : DebugService has these dependencies [ [NameRegistration{name=CommunicationService}] ]
2021-11-02 17:29:01,379  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : CommunicationService has these dependencies [ [NameRegistration{name=WebService}] ]
2021-11-02 17:29:01,380  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : QuotaService has these dependencies [ [NameRegistration{name=TimeSeriesCounterService}] ]
2021-11-02 17:29:01,385  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : AuthenticationService has these dependencies [ [NameRegistration{name=CommunicationService}, NameRegistration{name=CacheService}, NameRegistration{name=ServerRegistrationService}, NameRegistration{name=DataStoreService}, NameRegistration{name=HttpClientService}] ]
2021-11-02 17:29:01,385  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : UserService has these dependencies [ [NameRegistration{name=CommunicationService}, NameRegistration{name=CacheService}, NameRegistration{name=ServerRegistrationService}, NameRegistration{name=DataStoreService}] ]
2021-11-02 17:29:01,385  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : ResourceService has these dependencies [ [NameRegistration{name=CommunicationService}, NameRegistration{name=CacheService}, NameRegistration{name=ServerRegistrationService}, NameRegistration{name=DataStoreService}] ]
2021-11-02 17:29:01,386  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : RepositoryService has these dependencies [ [NameRegistration{name=ZooKeeperService}, NameRegistration{name=DataStoreService}, NameRegistration{name=ServerMetricsService}] ]
2021-11-02 17:29:01,386  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : ClusterService has these dependencies [ [NameRegistration{name=ServerRegistrationService}, NameRegistration{name=CommunicationService}, NameRegistration{name=ServerBindObserverService}, NameRegistration{name=ZooKeeperService}, NameRegistration{name=MetricsService}] ]
2021-11-02 17:29:01,387  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : QueueClientService has these dependencies [ [NameRegistration{name=ServerRegistrationService}, NameRegistration{name=MetricsService}] ]
2021-11-02 17:29:01,387  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : CacheService has these dependencies [ [NameRegistration{name=EventService}, NameRegistration{name=ClusterService}, NameRegistration{name=MetricsService}, NameRegistration{name=DataStoreService}, NameRegistration{name=CpsRuntimeService}, NameRegistration{name=HttpClientService}] ]
2021-11-02 17:29:01,396  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : ServerBindService has these dependencies [ [NameRegistration{name=ServerRegistrationService}] ]
2021-11-02 17:29:01,397  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : ServerBindObserverService has these dependencies [ [NameRegistration{name=ServerRegistrationService}] ]
2021-11-02 17:29:01,397  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : FeatureService has these dependencies [ [NameRegistration{name=OrganizationService}] ]
2021-11-02 17:29:01,403  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : LogService has these dependencies [ [NameRegistration{name=CommunicationService}] ]
2021-11-02 17:29:01,405  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.init() : ServiceDeployer.init() : Initializing service : MachineKeyService that implements InitializeAwareService
2021-11-02 17:29:01,408  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.init() : ServiceDeployer.init() : Successfully initialized the service : MachineKeyService
2021-11-02 17:29:01,408  main INFO  KERNEL.DEPLOYMENT - ServiceDeployer.getUndeployedRequirements() : ZooKeeperService has these dependencies [ [NameRegistration{name=MachineKeyService}] ]
